PERIODO,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO DE ATENCION,ESTADO,HORARIOS,DIRECCION,ARCHIVO_ORIGEN
2021-01-01,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,PAP SANTIAGO DE CHUCO,OPERATIVO,08:15 - 13:45,Luis de La Puente Uceda  NÂº 1120,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,CAJAMARCA,SAN PABLO,SAN PABLO,PAP SAN PABLO,OPERATIVO,08:15 - 13:45,13 de Julio 166 - Plaza de Armas,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,PAP SAN MIGUEL,OPERATIVO PARCIAL,08:15 - 13:45,Pedro Novoa NÂº 448,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LA LIBERTAD,CHEPEN,CHEPÃN,PAP CHEPEN,OPERATIVO,08:45 - 16:45,Chepen,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LA LIBERTAD,PATAZ,TAYABAMBA,PAP PATAZ,OPERATIVO,08:15 - 13:45,JosÃ© GÃ¡lvez NÂº 332,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,CAJAMARCA,CAJAMARCA,CAJAMARCA,ORA REGIONAL CAJAMARCA,OPERATIVO,08:15 - 13:45,Mario Urteaga NÂ° 500,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,CAJAMARCA,CAJAMARCA,BAÃOS DEL INCA,ORA BAÃOS DEL INCA,OPERATIVO,08:15 - 13:45,Pachacutec 439,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,CAJAMARCA,CAJABAMBA,CAJABAMBA,ORA NUESTRA SEÃORA DEL ROSARIO,OPERATIVO,08:15 - 13:45,La Torre NÂ° 277,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LA LIBERTAD,CELENDIN,CELEDIN,ORA DE APOYO CELENDIN,OPERATIVO,08:15 - 13:45,Bolognesi NÂ° 740,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LA LIBERTAD,CHEPEN,CHEPEN,ORA DE APOYO CHEPEN,OPERATIVO,08:15 - 13:45,28 DE JULIO S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,ORA DE APOYO LEONCIO PRADO,OPERATIVO,08:15 - 13:45,10 DE JULIO NÂ° 209,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LA LIBERTAD,TRUJILLO,LA ESPERANZA,JERUSALEN,OPERATIVO,08:15 - 13:45,PASAJE 1 BARRIO 3 MZ. 20 LT. 02 SECTOR JERUSALEN,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LA LIBERTAD,OTUZCO,OTUZCO,ELPIDIO BEROVIDES PEREZ,OPERATIVO,08:15 - 13:45,PROGRESO 385,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LA LIBERTAD,TRUJILLO,TRUJILLO,ORA HOSPITAL BELÃN DE TRUJILLO,OPERATIVO,08:15 - 13:45,BolÃ­var NÂº 350,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LA LIBERTAD,CAJAMARCA,CAJAMARCA,ORA SIMON BOLIVAR,OPERATIVO,08:15 - 13:45,Mario Urteaga NÂ° 500,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LA LIBERTAD,CAJAMARCA,CAJAMARCA,MAC CAJAMARCA,OPERATIVO,Lun a Vie 08:00 - 16:45  Sab 08:00 - 13:45,Av. Via de Evitamineto. Jr. El Mutuy y Av. La Cantuta - Cajamarca - Centro Comercial Real Plaza Segundo Piso,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,ALTO AMAZONAS,YURIMAGUAS,AG ALTO AMAZONAS,OPERATIVO,08:45 - 16:45,Mariscal Castilla NÂ° 411,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,BELLAVISTA,BELLAVISTA,AG BELLAVISTA,OPERATIVO,08:15 - 13:45,Iquitos NÂº 370,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,MARISCAL CACERES,JUANJUI,AG MARISCAL CACERES,OPERATIVO,08:45 - 16:45,Eduardo PeÃ±a Meza NÂ° 772,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,AG MOYOBAMBA,OPERATIVO,08:45 - 16:45,Alonso de Alvarado NÂ° 973,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,PICOTA,PICOTA,AG PICOTA,OPERATIVO,08:15 - 13:45,Miguel Grau NÂ° 338,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,AG EL DORADO,OPERATIVO,08:15 - 13:45,Huascar NÂ° 265,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,HUALLAGA,SAPOSOA,AG HUALLAGA,OPERATIVO,08:15 - 13:45,Lima NÂ° 591,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,LAMAS,LAMAS,AG LAMAS,OPERATIVO,08:15 - 13:45,San MartÃ­n NÂ° 934,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,DATEM DEL MARAÃON,BARRANCA,PAP DATEM DEL MARAÃON,OPERATIVO,08:45 - 16:45,Tigre NÂ° 249 - San Lorenzo,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,AG NUEVA CAJAMARCA,OPERATIVO,08:45 - 16:45,Piura NÂ° 300,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,ALTO AMAZONAS,LAGUNAS,AG LAGUNAS,OPERATIVO PARCIAL,08:15 - 13:45,Juan Vasquez NÂ° 232,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,SAN MARTIN,TARAPOTO,OR TARAPOTO,OPERATIVO,08:45 - 16:45,JimÃ©nez Pimentel NÂ° 280,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,RIOJA,RIOJA,OR RIOJA,OPERATIVO,08:45 - 16:45,Angaiza NÂ° 470 - 474,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,LA BANDA DE SHILCAYO,OPERATIVO,08:15 - 13:45,Yurimaguas NÂ° 340,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,SAN MARTIN,TARAPOTO,ORA TARAPOTO,OPERATIVO,08:15 - 13:45,Ãngel Delgado Morey NÂº 503,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,SAN MARTIN,TARAPOTO,ORA RIOJA,OPERATIVO,08:15 - 13:45,Jr. Venezia S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,SAN MARTIN,SAN MARTIN,TARAPOTO,ORA SAN GEMA DE YURIMAGUAS,OPERATIVO PARCIAL,08:15 - 13:45,Progreso 305-307,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,MAYNAS,PUNCHANA,PAP PUNCHANA,OPERATIVO,08:15 - 13:45,Trujillo esquina con Calle Cusco Cdra 5,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,MAYNAS,IQUITOS,OR IQUITOS,OPERATIVO,08:45 - 16:45,Prospero con Jr.Putumayo NÂº 201,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,MAYNAS,BELÃN,OR BELEN,OPERATIVO,08:15 - 13:45,Miraflores S/N P.J. 09 de Octubre,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,MAYNAS,SAN JUAN BAUTISTA,OR SAN JUAN BAUTISTA,OPERATIVO,08:15 - 13:45,Abelardo QuiÃ±ones NÂº 2371 Km 2.5,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,REQUENA,REQUENA,PAP REQUENA,OPERATIVO,08:15 - 13:45,San Antonio S/N Anexo Hotel Municipal,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,PAP MARISCAL RAMON CASTILLA - CABALLOCOCHA,OPERATIVO,08:15 - 13:45,Ayacucho Mz 22 Lt 4 C con Amazonas S/N - Local Municipal,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,LORETO,NAUTA,PAP NAUTA,OPERATIVO,08:15 - 13:45,Manuel Pacaya cuadra 5,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,MARISCAL RAMON CASTILLA,YAVARI,PAP YAVARI,OPERATIVO,08:15 - 13:45,Dos de Julio S/N Local Municipal,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,PUTUMAYO,PUTUMAYO,PAP PUTUMAYO,OPERATIVO,08:15 - 13:45,Arequipa S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,MAYNAS,IQUITOS,"ORA HOSPITAL IQUITOS "" CESAR GARCIA GARAYAR",OPERATIVO,08:15 - 13:45,Cornejo Portugal NÂ° 1710,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,LORETO,MAYNAS,PUNCHANA,"ORA HOSPITAL DE LORETO "" FEPIPE ARRIOLA""",OPERATIVO,08:15 - 13:45,28 de Julio S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,HUARAZ,HUARAZ,AG HUARAZ,OPERATIVO,08:45 - 16:45,JosÃ© Larrea y Laredo NÂ° 764,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,SANTA,NUEVO CHIMBOTE,AG NUEVO CHIMBOTE,OPERATIVO,08:45 - 16:45,Centro Civico Mz. 74-75 Lote 1 Urb. Buenos Aires,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,CASMA,CASMA,PAP CASMA,OPERATIVO,08:15 - 13:45,"Lote 13, Manzana C, PVHU Zona Centro Civico sector Hijuela C",1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,HUARMEY,HUARMEY,PAP HUARMEY,OPERATIVO,08:45 - 16:45,Centro Civico S/N,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,HUARI,HUARI,AG HUARI,OPERATIVO,08:45 - 16:45,Mariscal Luzuriaga NÂ° 522 - Barrio San BartolomÃ©,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,HUAYLAS,CARAZ,AG HUAYLAS,OPERATIVO,08:45 - 16:45,Raymondi  215,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,POMABAMBA,POMABAMBA,AG POMABAMBA,OPERATIVO,08:15 - 13:45,Huaraz NÂ° S/N Cuadra 6,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,SIHUAS,SIHUAS,AG SIHUAS,OPERATIVO,08:15 - 13:45,SeÃ±or de los Milagros NÂº 211,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,RECUAY,RECUAY,PAP RECUAY,OPERATIVO,08:15 - 13:45,Plaza de Armas NÂº 170 Tienda 4,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,SANTA,CHIMBOTE,OR SANTA,OPERATIVO,08:45 - 16:45,"Esquina de Enrique Palacios NÂ° 504, 506, 516 y 520 y Jr. Ladislao Espinar NÂ° 401",1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,PAP MARISCAL LUZURIAGA,OPERATIVO,08:15 - 13:45,San Pablo S/N - Plaza de Armas de Piscobamba,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUÃS,PAP CARLOS FERMIN FITZCARRALD,OPERATIVO,08:15 - 13:45,RamÃ³n Castilla NÂ° 320 - San LuÃ­s,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,PALLASCA,PAMPAS,AG PAMPAS,OPERATIVO,08:15 - 13:45,Plaza de Armas S/N - Municipalidad Distrital de Pampas,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,YUNGAY,YUNGAY,PAP YUNGAY,OPERATIVO PARCIAL,08:15 - 13:45,Arias Grazziani S/N Plaza de Armas,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,CARHUAZ,CARHUAZ,PAP CARHUAZ,OPERATIVO,08:15 - 13:45,La Merced NÂº 1006,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,SANTA,CHIMBOTE,ORA LA CALETA,OPERATIVO,08:15 - 13:45,Malecon Grau S/N La Caleta,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,SANTA,NUEVO CHIMBOTE,ORA ELEAZAR GUZMAN BARRON,OPERATIVO,08:15 - 13:45,Brasil S/N Urb. Santa Cristina,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,HUARAZ,HUARAZ,ORA VICTOR RAMOS GUARDIA,OPERATIVO,08:15 - 13:45,Mariscal Luzuriaga Cdra 01 intercepciÃ³n con Jr. Pedro Villon cdra 10,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,ANCASH,HUAYLAS,CARAZ,ORA HOPSITAL APOYO CARAZ,OPERATIVO,08:15 - 13:45,Circunvalacion Norte S/N CARAZ,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,JUNIN,CHANCHAMAYO,CHANCHAMAYO,AG CHANCHAMAYO,OPERATIVO,08:45 - 16:45,Tarma NÂº 236,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,JUNIN,HUANCAYO,EL TAMBO,OR HUANCAYO,OPERATIVO,08:45 - 16:45,Julio Summar NÂ° 351,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,JUNIN,TARMA,TARMA,AG TARMA,OPERATIVO,08:45 - 16:45,Arequipa NÂº 939,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,JUNIN,CHANCHAMAYO,PICHANAQUI,PAP PICHANAQUI,OPERATIVO,08:45 - 16:45,Independencia S/N Coliseo Municipal,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,JUNIN,CHUPACA,CHUPACA,PAP CHUPACA,OPERATIVO,08:45 - 16:45,Grau NÂ° 195,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,JUNIN,JAUJA,JAUJA,PAP JAUJA,OPERATIVO,08:15 - 13:45,Sucre NÂ° 889,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,JUNIN,SATIPO,SATIPO,PAP SATIPO,OPERATIVO,08:15 - 13:45,"Micaela Bastidas y Jr. Augusto B. Leguia y forma parte del denominado Centro Civico "" Ruben Rocha MariÃ±os""",1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,JUNIN,YAULI,SANTA ROSA DE SACCO,PAP YAULI,OPERATIVO,08:15 - 13:45,Miguel Grau NÂ° 309,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,JUNIN,SATIPO,PANGOA,PAP PANGOA,OPERATIVO,08:15 - 13:45,07 de Junio NÂº 641 Plaza Principal Centro Civico,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,JUNIN,SATIPO,MAZAMARI,PAP MAZAMARI,OPERATIVO,08:15 - 13:45,San Juan NÂ° 377,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,JUNIN,JUNIN,JUNIN,PAP JUNIN,OPERATIVO,08:15 - 13:45,SimÃ³n Bolivar NÂ° 820,1. Centros de atención del RENIEC a nivel nacional 2021.csv
2021-01-01,JUNIN,CONCEPCION,CONCEPCIÃN,PAP CONCEPCIÃN,OPERATIVO,08:15 - 13:45,Ricardo Palma S/N Mercado Central Interior 1  ConcepciÃ³n,1. Centros de atención del RENIEC a nivel nacional 2021.csv
